id,customer_message,conversation_context,intent_label,should_escalate,expected_reason,reference_resolution,difficulty
GS0069,"<USER> Just a wild idea, but would it ever be possible to show normal and deluxe albums as the same album just with extra tracks?","Customer: <USER> Just a wild idea, but would it ever be possible to show normal and deluxe albums as the same album just with extr | Spotify: <USER> Hey! We're afraid we don't have it right now. Suggest it in our Community at <URL> and get support from other use",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,medium
GS0070,I NEED THIS ALBUM SPOTIFY,Customer: I NEED THIS ALBUM SPOTIFY | Spotify: <USER> Can you DM us the username/email address on your account? The artist of the album you're referring to would also ,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,hard
GS0071,<USER> where’s samuel’s album,Customer: <USER> where’s samuel’s album | Spotify: <USER> Hey there! Can you let us know the country your account is set to? We'll have a look /LO | Customer: <USER> USA | Spotify: <USER> Thanks. Could you try this link: <URL> Is this the album you're looking for? /LO,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,hard
GS0072,Does <USER> have GOOD podcasts?,"Customer: Does <USER> have GOOD podcasts? | Spotify: <USER> Hey there! Just to check, what type of podcasts are you into? We'll see what we can suggest /MT",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,hard
GS0073,"<USER> my spotify account has been disabled, is there anyway you guys can reactivate it again?","Customer: <USER> my spotify account has been disabled, is there anyway you guys can reactivate it again? | Spotify: <USER> Hey Chris! Can you DM us your account's username and email address? We'll take a look backstage /SY <URL>",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0074,"Man, I really wish <USER> would have ways to connect with your friends other than Facebook. None of my friends use facebook.","Customer: Man, I really wish <USER> would have ways to connect with your friends other than Facebook. None of my friends use faceb | Spotify: <USER> 1: Hey there! We appreciate your feedback, and we'll be sure to pass it on to the right folks. You can also share | Spotify: <USER> 2: Community at <URL> for others to vote on. Let us know if we can help with any questions. We're just a tweet aw",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0075,Kindly feature <USER>’s Damn I Love You on Today’s Top Hits please dear <USER> <USER> <USER> ♥️♥️ <URL>,"Customer: Kindly feature <USER>’s Damn I Love You on Today’s Top Hits please dear <USER> <USER> <USER> ♥️♥️ <URL> | Spotify: <USER> Hey Dave! Thanks for the feedback. Our Curation team is independent, but we’ll pass on your recommendation /GK",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0076,Yo <USER> <USER> someone need trying to use my account while I’m using it right now.. we’re literally battling between Christmas and Mexican music right now. How do I cut them off??,Customer: Yo <USER> <USER> someone need trying to use my account while I’m using it right now.. we’re literally battling between C | Spotify: <USER> Hey there! Head to <URL> and click Sign Out Everywhere. We'd also recommend changing your password to something s,app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0077,"<USER>, please how do I stop this! Not the first time. <URL>","Customer: <USER>, please how do I stop this! Not the first time. <URL> | Spotify: <USER> Hey Jack! we don't have a way to remove suggested playlists at this time, but we'll be sure to pass your feedback",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0078,"Hey, <USER>! Got any ideas on how to block my asshat flatmate from raiding my <USER> Hi-Fi with SpotifyConnect in a shared WiFi?","Customer: Hey, <USER>! Got any ideas on how to block my asshat flatmate from raiding my <USER> Hi-Fi with SpotifyConnect in a shar | Customer: <USER> <USER> I know that. I guess that's a bit of a security flaw then. If you know which port does Connect use, I'd be | Spotify: <USER> 1: Hi Marcin! Since you're on a shared WiFi, other users on that network may show up in order to use Spotify Conn | Spotify: <USER> 2: Not to worry. We'll make sure to pass your feedback on to the right team. If there's anything else, just let u",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0079,<USER> How do I get a list of all of the music stored on my device,"Customer: <USER> How do I get a list of all of the music stored on my device | Spotify: <USER> We're afraid that's not possible currently. Why not suggest that feature in our Community at <URL> Hope that help | Customer: <USER> Gotta tell you that your UI sucks. #justsayin | Spotify: <USER> We hear you. Your feedback has been noted and passed onto the team. If you ever need anything else, just shout an",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0080,<USER> bring back the touch preview feature tf u doing,Customer: <USER> bring back the touch preview feature tf u doing | Spotify: <USER> Hey! We have more info about this here: <URL> Give us a shout if you have any questions /NQ,app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0081,<USER> Is the lyrics feature coming back like you guys said 10 months ago?,"Customer: <USER> Is the lyrics feature coming back like you guys said 10 months ago? | Spotify: <USER> Hi! We hear you. Any updates will be posted at <URL> We'd recommend voting to support the idea, too /MU | Customer: <USER> why are we voting on an idea that you promised us already | Spotify: <USER> Sorry to hear that you feel that way. For now, we'd suggest checking out Behind the Lyrics for mobile devices: <U",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0082,<USER> how do I change to a student account? Do I need to make a new account?,Customer: <USER> how do I change to a student account? Do I need to make a new account? | Spotify: <USER> Hey! We've just sent you a DM. Check your inbox /RH,app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0083,<USER> love your service. Do you currently have or would you consider an alarm feature so I could wake up to music?,Customer: <USER> love your service. Do you currently have or would you consider an alarm feature so I could wake up to music? | Spotify: <USER> We... <URL> 💚 An alarm clock is a great idea! Help make it happen by adding support here: <URL> /YM,app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0084,Is there a <USER> option that can be enabled to only play non-explicit / child-friendly / radio-friendly songs?,"Customer: Is there a <USER> option that can be enabled to only play non-explicit / child-friendly / radio-friendly songs? | Spotify: <USER> Hey, we hear you! To help make it happen, we’d recommend showing your support for the idea here: <URL> /NY | Customer: <USER> Thank you. Although, explicit songs shouldn't necessarily be skipped, just a radio version / non-explicit version | Spotify: <USER> Got it. No worries, your feedback is noted, and we'll let the right folks know about it. If you need anything els",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,easy
GS0085,<USER> how do I get help if my Spotify isn't working,"Customer: <USER> how do I get help if my Spotify isn't working | Spotify: <USER> Hey, help's arrived! Can you let us know what's happening exactly? /QI | Customer: <USER> I've tried logging into my account through Facebook and through my regular info and it won't work. Also does not  | Spotify: <USER> Can you DM us your account's email address and a screenshot of the error you're getting? We'll take a look under ",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,medium
GS0086,"Hey <USER> why all of a sudden has my keyboard pause, play, skip button stop working? I have to go into the playlist and now do it all. Is that new and how can I change it back? Thanks.","Customer: Hey <USER> why all of a sudden has my keyboard pause, play, skip button stop working? I have to go into the playlist and | Spotify: <USER> Hey Lindsay, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what  | Customer: <USER> So I just installed the latest version on to my Mac desktop. That’s when it stopped doing it 😐 | Spotify: <USER> Does logging out and back in to your account help? If not, can you check if restarting your device does the trick",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,medium
GS0087,"<USER> hi, I can't connect Spotify to my Facebook. Can you help me out?","Customer: <USER> hi, I can't connect Spotify to my Facebook. Can you help me out? | Spotify: <USER> Hey there! Can you DM us your account's email address or username? We'll check backstage /AR <URL>",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,medium
GS0088,<USER> How can i register omg,"Customer: <USER> How can i register omg | Spotify: <USER> Hey! You can create an account here: <URL> Afterwards, you can visit <URL> and subscribe to Premium. Let us know ",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,hard
GS0089,<USER> <USER> How do I check that?,Customer: <USER> <USER> How do I check that? | Spotify: <USER> Hi Amanda! Help's here. We'd suggest doing a reinstall using the steps found here: <URL> Keep us posted /MU,app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,hard
GS0090,<USER> doesnt connect!,"Customer: <USER> doesnt connect! | Spotify: <USER> Hi there, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what w",app_feature_question,False,Standard app feature question — auto-handle with evidence,Provide how-to guidance or help article link,hard
GS0091,<USER> Will you be updating the Spotify app for iPhone X users? It looks dumb right now.,Customer: <USER> Will you be updating the Spotify app for iPhone X users? It looks dumb right now. | Spotify: <USER> Hi! We're afraid we don't have any news about it right now. We'll be sure to let everyone know as soon as we have,technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0092,<USER> please optimise your app for iPhone X :),"Customer: <USER> please optimise your app for iPhone X :) | Spotify: <USER> Hey James, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see ",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0093,<USER> my playlists and saved music on my phone and computer haven't synced up for weeks now and it's irritating. What do I do?,"Customer: <USER> my playlists and saved music on my phone and computer haven't synced up for weeks now and it's irritating. What d | Spotify: <USER> Hey Nick, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <URL> They should hel",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0094,"Dear <USER>, tired of your Mac bugs. Please fix. Thanks. <URL>","Customer: Dear <USER>, tired of your Mac bugs. Please fix. Thanks. <URL> | Spotify: <USER> <USER> Hey there! Can you let us know the exact operating system and Spotify versions you're using? We'll see wha | Customer: <USER> <USER> Spotify 1.0.66.478.g1296534d on MacOS 10.11.6. Client does not seem to be robust when things get tricky e. | Spotify: <USER> Thanks. Can you try logging out &gt; restarting your device &gt; logging back in help? Let us know how it goes /R",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0095,<USER> Since last update I cant connect to my Sync and I cant change songs using my apple headphones! I’m about to delete my premium,"Customer: <USER> Since last update I cant connect to my Sync and I cant change songs using my apple headphones! I’m about to delet | Spotify: <USER> Hey there! What device and Spotify version are you rocking? Also, are your headphones wired or Bluetooth? We'll s",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0096,<USER> a When are you gonna update so spotify isn’t bad on the iPhone X,"Customer: <USER> a When are you gonna update so spotify isn’t bad on the iPhone X | Spotify: <USER> 1: Hi Justin! Sorry you feel that way. We'll make sure to pass your thoughts on to the team. Hopefully, it'll be  | Spotify: <USER> 2: suggest enabling automatic downloads to get the latest update once it's released: <URL> Any questions, let us ",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0097,<USER> is there a bug because everytime I play a video while I’m listening to Spotify it goes off like normal but when I close the video and Try to turn the music back on it says it’s playing but there won’t be any sound,"Customer: <USER> is there a bug because everytime I play a video while I’m listening to Spotify it goes off like normal but when I | Spotify: <USER> Hey Chris! The cavalry's here. Can you let us know the make/model of your device, as well as the operating system",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0098,"<USER> my email address isn't updating, even though it's updated on my Facebook account. Is there another way to update it?","Customer: <USER> my email address isn't updating, even though it's updated on my Facebook account. Is there another way to update  | Spotify: <USER> Hi there! Can you DM us your account's email address? We'll take a look backstage /NQ <URL>",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0099,"<USER> can't connect my Spotify to Hulu! When it moves onto Hulu, I receive the box ""This field is required"" and I'm back to Spotify","Customer: <USER> can't connect my Spotify to Hulu! When it moves onto Hulu, I receive the box ""This field is required"" and I'm bac | Spotify: <USER> Hey! We've just sent a DM your way. Let's carry on chatting there /AN",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0100,Thanks <USER> for the quick response. I am very impressed and satisfied. Keep it up!,"Customer: Thanks <USER> for the quick response. I am very impressed and satisfied. Keep it up! | Spotify: <USER> No worries, and thanks for the kind words! <URL> /GS",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0101,<USER> ey is this a known bug or what? the text from whatever playlist I was on overlays over the entire GUI for the rest of the app. I can interact with the app normally except for the top portion which gets blocked by the shuffle button <URL>,Customer: <USER> ey is this a known bug or what? the text from whatever playlist I was on overlays over the entire GUI for the res | Spotify: <USER> Hey there! Can you let us know which Android and Spotify versions you're using? We'll see what we can suggest /NQ,technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0102,<USER> When is the app going to be updated with iPhone X support?,Customer: <USER> When is the app going to be updated with iPhone X support? | Spotify: <USER> Hey John! Thanks for reaching out. Could you give us a bit more info? We'll see what we can suggest /C,technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,easy
GS0103,"<USER> Hey guys,I’m trying to stream music from my IPhone to the chrome cast built into my TV,the first song with play normally but the second song won’t start after. I can hit the next button and it will play, and then it will stop at the end of the next song again.","Customer: <USER> Hey guys,I’m trying to stream music from my IPhone to the chrome cast built into my TV,the first song with play n | Spotify: <USER> Hey Jacob! We've just sent a DM your way. Let's carry on chatting there /MT",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,medium
GS0104,<USER> <USER> Please help! Spotify Premium skipping through songs constantly on android tablet &amp; bluetooth speaker. Tried everything!,Customer: <USER> <USER> Please help! Spotify Premium skipping through songs constantly on android tablet &amp; bluetooth speaker.  | Spotify: <USER> Hi there! What device is this happening on? If you could also let us know the Android and Spotify versions you're | Customer: <USER> Thanks! Version 8.4.22.857 armv7 on anker bluetooth speaker on Samsung Galaxy Tab A (2016) Model SM-T280 Does dis | Spotify: <USER> Thanks. The distance could possibly affect playback. Does logging out &gt; restarting your device &gt; logging ba,technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,medium
GS0105,"Hey <USER>, Two quick things: 1) Y’all should notify me when you take a song off your streaming service like got damn I wanted to listen to some shit &amp; now it’s gone 2) I wanna see what my friends are listening to from my mobile device cause I’m always too got damn nosey Thx","Customer: Hey <USER>, Two quick things: 1) Y’all should notify me when you take a song off your streaming service like got damn I  | Spotify: <USER> We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /MT",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,medium
GS0106,<USER> Not working in Brasil :/,"Customer: <USER> Not working in Brasil :/ | Spotify: <USER> Hi Bruno, thanks for bearing with us. Spotify should be working perfectly again! /CE",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,hard
GS0107,Is <USER> available on #Android now?,"Customer: Is <USER> available on #Android now? | Spotify: <USER> Hi there! Yes, you can download the Spotify app anytime from the Google Playstore. As long as it's available in y",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,hard
GS0108,<USER> why have u been broken lately,"Customer: <USER> why have u been broken lately | Spotify: <USER> Hey! Don’t worry, we can help. What’s happening exactly? Can you DM us your account's username and email address?",technical_issue,False,Standard technical issue — auto-handle with evidence,Gather device details; standard troubleshooting steps,hard
GS0109,<USER> we need <USER> to be on your app or I will be forced to cancel my subscription to you and go to <USER> and we don't want that right 💕😊... So fix it please like now thx bye 💖,"Customer: <USER> we need <USER> to be on your app or I will be forced to cancel my subscription to you and go to <USER> and we don | Spotify: <USER> Hey Ricky. We'd love to have him on Spotify! Hopefully we will in the future. Check this out: <URL> /NS | Customer: <USER> Thank you so much I'll be waiting for it mean while I listen to hefner by <USER> | Spotify: <USER> Cool! If there's anything else, just... <URL> /KM",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0110,"You think i give a shit if you cancel my shit, <USER>? Streaming is like being fed through a tube, anyway. Doesn’t compliment the senses","Customer: You think i give a shit if you cancel my shit, <USER>? Streaming is like being fed through a tube, anyway. Doesn’t compl | Spotify: <USER> Hey, we're sorry to hear you feel that way. Could you DM us your account's email address or username? We'll take ",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0111,<USER> I cancelled my account which was created using FB to create a new account.My email address is not usable though! What to do?,"Customer: <USER> I cancelled my account which was created using FB to create a new account.My email address is not usable though!  | Spotify: <USER> Hey Michal, help's here! Can you DM us your old account's email address and username? We'll see what we can sugge",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0112,Se me olvido cancelar spotify y me cargaron el mes 🤦🏻‍♀️,Customer: Se me olvido cancelar spotify y me cargaron el mes 🤦🏻‍♀️ | Spotify: <USER> ¡Hola! No te preocupes. Envíanos un MD con el nombre de usuario y el correo electrónico de tu cuenta y le echarem,cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0113,<USER> I don't know what my email address is but i know my username and need to cancel a subscription,Customer: <USER> I don't know what my email address is but i know my username and need to cancel a subscription | Spotify: <USER> Hi Sophie! Could you send us a DM with that username? We'll do our best to help out /NJ <URL>,cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0114,<USER> I want to cancel my account but it won't let me sign in !!!,"Customer: <USER> I want to cancel my account but it won't let me sign in !!! | Spotify: <USER> Hey Rebecca, help's here! Could you send us a DM with your account's email address and username? We'll take a loo",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0115,<USER> been charging my account and i canceled last month 🤨,"Customer: <USER> been charging my account and i canceled last month 🤨 | Spotify: <USER> Hey there, help's here! Can you DM us your account's username and email address? We'll take a look backstage /CG ",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0116,<USER> you canceled my Hulu account and I️ don’t get why,Customer: <USER> you canceled my Hulu account and I️ don’t get why | Spotify: <USER> Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ <URL>,cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0117,"<USER> Hi, my account is blocked because i deleted Facebook. How can i cancel the account and make a new one or reactivate this one?","Customer: <USER> Hi, my account is blocked because i deleted Facebook. How can i cancel the account and make a new one or reactiva | Spotify: <USER> Hey there! Could you DM us your account's username or email address? We'll see what we can suggest /RE <URL>",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0118,"<USER> you still haven’t optimized your app for #iPhoneX , yet <USER> and <USER> two companies known for poor customer service have?! Makes no sense. Time to cancel... #getyouracttogether #spotify #fail","Customer: <USER> you still haven’t optimized your app for #iPhoneX , yet <USER> and <USER> two companies known for poor customer s | Spotify: <USER> Sorry to hear that. We’re working on it as we speak. Stay tuned! /JS | Customer: <USER> I will stay tuned however... to <USER> on <USER> since they do have support for #iPhoneX #peaceout ✌🏼 | Spotify: <USER> We're sad to hear you go. Hopefully we'll have you on board again soon /JS",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,easy
GS0119,"<USER> Um. Just received a cancellation email (I didn't cancel), logging in works briefly then I'm auto logged out and told Error code 3, then Reset password tells me: ""The CSRF token is invalid. Please try to resubmit the form"". What's going on?","Customer: <USER> Um. Just received a cancellation email (I didn't cancel), logging in works briefly then I'm auto logged out and t | Spotify: <USER> Hey! Can you DM us your account's email address? We'll see what we can suggest /CB <URL>",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,medium
GS0120,<USER> help someone in a foreign country signed me up for your service and I need to cancel it ASAP!!!,Customer: <USER> help someone in a foreign country signed me up for your service and I need to cancel it ASAP!!! | Spotify: <USER> Hey Brooke! We've just sent you a DM 🙂 /ME,cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,medium
GS0121,"So I cancelled my <USER> subscription today, this is what they sent me #truelove <URL>","Customer: So I cancelled my <USER> subscription today, this is what they sent me #truelove <URL> | Spotify: <USER> We're glad to hear you got our message! We're sad to see you go, but always remember... <URL> 💚 /TB",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,medium
GS0122,<USER> If I my card is cancelled,"Customer: <USER> If I my card is cancelled | Spotify: <USER> Got it. If your card was reported as lost, then it's likely no longer authorized by your bank to make payments an | Customer: <USER> But can I put my account number in so my payment can still comes out | Spotify: <USER> Currently, not directly through Spotify. However, can you DM us your account's username and email address? We'll ",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,hard
GS0123,<USER> you’re disgusting and cancelled,"Customer: <USER> you’re disgusting and cancelled | Spotify: <USER> Hey there! We're sorry to hear you feel that way. If you ever need help with anything, just give us a shout. We'l | Customer: <USER> yeah there is something i want help with, can i dm you | Spotify: <USER> Hey Georgia, we've just replied to your DM /I",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,hard
GS0124,<USER> how do i cancel my spotify?,"Customer: <USER> how do i cancel my spotify? | Spotify: <USER> Hey, help's here! Can you DM us your account's email address? We'll see what we can suggest /GK <URL>",cancellation_request,True,Post-cancellation charge dispute — human review needed,Direct to cancellation flow in account settings,hard
GS0125,<USER> please add <USER>'s Battle Of The Nudes to Spotify <USER>,"Customer: <USER> please add <USER>'s Battle Of The Nudes to Spotify <USER> | Spotify: <USER> We’ll have it available to you as soon as it’s available to us! <URL> For anything else, just let us know /DR",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0126,<USER> pleaseeee explain these suggestions. Listening to chris brown and these arent even the same genre. Never even played anything like this on my app 😑 <URL>,Customer: <USER> pleaseeee explain these suggestions. Listening to chris brown and these arent even the same genre. Never even pla | Spotify: <USER> Hey there! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR <U,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0127,"Dear <USER>, your special offer 0,99/month is great for new customers, but your longstanding listeners can be a little bit disappointed that you forget to them.","Customer: Dear <USER>, your special offer 0,99/month is great for new customers, but your longstanding listeners can be a little b | Spotify: <USER> Hi Andrej! We know how you feel. We'll pass your feedback onto the right team. In the meantime, you can sign up f",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0128,Haway <USER> <USER> can we have the old webplayer back? Everyone clearly hates the new one. This is getting ridiculous!,"Customer: Haway <USER> <USER> can we have the old webplayer back? Everyone clearly hates the new one. This is getting ridiculous! | Spotify: <USER> Hey there! We appreciate your feedback. We'll get it passed on to the right folks /NQ | Customer: <USER> Great! I'll expect the old webplayer early next week. Thanks a lot for your help, have a great weekend! | Spotify: <USER> We hear you loud and clear, Tom! We can’t make any promises but we’ll pass your feedback on. Give us a shout if y",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0129,I would use <USER> more if it had a brighter looking design. I hate how dark it is 😭,"Customer: I would use <USER> more if it had a brighter looking design. I hate how dark it is 😭 | Spotify: <USER> We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /MT",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0130,"<USER> <USER> The news song from Little Mix , ""Is Your Love Enough?"" is doing very well , please add it to Today's Top Hits!!","Customer: <USER> <USER> The news song from Little Mix , ""Is Your Love Enough?"" is doing very well , please add it to Today's Top H | Spotify: <USER> Hi Mark! The Curation team is independent, but we'll definitely take your feedback onboard. Thanks for sharing yo",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0131,<USER> I love a good curse word artfully placed in music! But I have low tolerance for songs that disrespect women and are hateful #enough,"Customer: <USER> I love a good curse word artfully placed in music! But I have low tolerance for songs that disrespect women and a | Spotify: <USER> We hear you! To help make it happen, we’d recommend showing your support for the idea here: <URL> /SU",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0132,"<USER> bring back ""The golden age of grotesque""!!! <USER>","Customer: <USER> bring back ""The golden age of grotesque""!!! <USER> | Spotify: <USER> Hey there! What country is your Spotify account set to? We'll check backstage /AP | Customer: <USER> Mexico, thanks a lot! | Spotify: <USER> Thanks! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it availabl",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0133,i really would like for <USER> to bring back the ability to message songs to friends,Customer: i really would like for <USER> to bring back the ability to message songs to friends | Spotify: <USER> Hi Nick! We have some info here: <URL> Let us know how things go /HR,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0134,<USER> can you please add Andra &amp; Mara - Sweet Dreams (Radio Killer Remix) I think the people will like it,Customer: <USER> can you please add Andra &amp; Mara - Sweet Dreams (Radio Killer Remix) I think the people will like it | Spotify: <USER> Hi Damian! Fingers crossed we’ll have it available to you as soon as it’s available to us. More info here: <URL> ,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,easy
GS0135,<USER> BRING BACK TOUCH PREVIEW!!! I've never been more sad that I just updated my app and lost this feature. #disappointed #applemusicbound,Customer: <USER> BRING BACK TOUCH PREVIEW!!! I've never been more sad that I just updated my app and lost this feature. #disappoin | Spotify: <USER> Hey Kylee! We're sorry to hear that. We have more info about this here: <URL> We hope this clears things up /SJ,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,medium
GS0136,Hey <USER> Suggestion: we can change playlist pictures via our mobile apps.,Customer: Hey <USER> Suggestion: we can change playlist pictures via our mobile apps. | Spotify: <USER> We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,medium
GS0137,"<USER> Hey there, I have an issue where songs cut off early when I listen through Amazon Echo. Any suggestions for a fix? It's so annoying!","Customer: <USER> Hey there, I have an issue where songs cut off early when I listen through Amazon Echo. Any suggestions for a fix | Spotify: <USER> Hey there! That's not cool. Could you DM us the email address associated with your account? We'll take a look bac",complaint_feedback,True,Sensitive issue or low confidence — escalate for human review,Acknowledge; direct to feedback channel; no promises,medium
GS0138,<USER> why do you hate me ? <URL>,Customer: <USER> why do you hate me ? <URL> | Spotify: <USER> Hey there! What's happening exactly? We'll see how we can help out /PB,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,hard
GS0139,Why is shuffle on <USER> so awful?,Customer: Why is shuffle on <USER> so awful? | Spotify: <USER> Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: <URL> ,complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,hard
GS0140,i hate you <USER>,"Customer: i hate you <USER> | Spotify: <USER> Hey! Can you tell us more about what's happening? What device, operating system, and Spotify version are you on?  | Customer: <USER> never mind! you're good | Spotify: <USER> Thanks for the kind words. If we can help with anything else, you know where to find us 🙂 /AY",complaint_feedback,False,Standard complaint feedback — auto-handle with evidence,Acknowledge; direct to feedback channel; no promises,hard
